Trainer ID,Name,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14,Day 15,Day 16,Day 17,Day 18,Day 19,Day 20,Day 21,Day 22,Day 23,Day 24,Day 25,Day 26,Day 27,Day 28,Day 29,Day 30,Day 31
548438418075,DanielRM,5565,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,,,,,,,,,,,,,,
612856830731,Koeru,1915586,2889790,3419832,5438189,5457859,5457859,5457859,5457859,5457859,5457859,5457859,5890889,5894315,6777217,7221780,7225272,7227259,7717372,8413322,8707803,8710584,9738604,10541656,12001035,12853771,13549021,13963107,14268291,14636188,14638995,14638995
623782236503,TTK－2,19418,247584,249610,249610,250892,250907,250907,250909,833713,1616576,2366150,3676164,4629096,4885082,5156895,5871777,7129640,7147596,7149560,7149577,7594288,7598803,7598803,7801548,7803147,7805027,7805046,7805046,7805046,7808751,7808795
668412184126,Dashurain,0,286299,291961,665663,669313,669313,671058,690886,931840,977152,1195068,1266580,1510613,1512806,1512807,1512807,1512807,2132533,2137803,2469409,2472609,2472609,2827529,3529500,3535013,3535013,3535013,3535013,3535013,3535013,3891009
672598686970,silverchair,7097,545008,549789,872600,1136611,1562580,1571668,1775884,1780328,1780894,1782825,1845582,2445276,2450672,2797103,2799871,2809118,2809205,3142746,3145776,3155895,3166008,3507417,3510198,3510198,3510198,3723330,3732567,3732630,3732630,3734629
708085500369,Kieren,450895,777925,2027776,2040659,3468173,4175714,4180873,4182774,4510335,4923964,4929811,5667592,5673429,6271583,6276655,6535284,7205958,7421403,7983749,8277913,8632186,8635755,11220435,11241491,11978684,12214654,12430361,12653466,13063271,13526768,14394378
708846785330,Lonan,558442,1134389,1528352,2642990,3538076,3876559,4399621,5049325,5536822,5964375,6290305,6942168,6953399,7268925,7579606,8028911,8379986,8591062,8935822,9061012,9078839,9792008,9798170,9802043,9804880,10031842,10403235,10627914,10630177,10630177,10630177
721555990432,Jay,579127,589274,589274,589274,589274,1300631,1989294,2003195,2003247,2003247,2007381,2007412,2363307,3123068,3137019,3303509,3305090,3312629,3864901,4733564,5116934,5415511,5974232,5978763,6009500,6311195,6812791,7362475,7368072,7891698,8711848
724108383922,Ezyll,1090799,1389389,2272832,2948739,3263618,3556328,3898992,4184943,4634563,5352827,6079009,7001236,7598280,7968947,7972045,8709355,9477742,9774259,10373562,10741318,10744815,10746767,11537527,11543971,11978890,12398109,12402295,12770365,12774163,14068282,14749471
762356389071,moneymuncher,0,191324,193025,193025,193025,485006,487188,1401032,2011946,2125689,2125689,2125689,2125689,2419020,2421508,2421508,2421508,2519800,2520636,2520636,2520636,2520636,2520636,2520636,2520636,2520636,2520636,2520636,2520636,2520636,2520636
762990085347,mikoto,0,0,288799,564259,566924,566924,566924,875446,1456215,1565087,1565087,1565087,1565087,1565087,1827194,1829288,1829288,1829289,1829289,2270237,2274493,2274493,2274493,2274493,2274493,2619937,2623425,2623425,2623425,2623425,2623425
807165595027,Poob,2074,2110,2110,4117,4137,4137,4137,4137,7519,8155,8155,8155,8155,8155,11882,11912,11912,13957,13974,525696,2274573,2831713,3792259,4460581,4467981,4738350,4741080,4741080,5134329,5137355,5137355
867083052224,A,,,,,,,,,,,,,,,,,,,,945947,1300025,1926341,2046831,2318012,3392700,3662541,3666300,4360694,4367860,4725367,4729618
868699006692,Nephilim,,,,,,,,,,,,,,,,,,,684142,695206,2190591,2876839,4373348,5416246,6660265,6949766,7155734,8616730,8979708,10429781,10799654
909199260712,Patrick,33111,148608,548225,1077207,1416802,1839133,1843636,1850629,1851988,1860045,1867215,1874370,1877365,2297808,2624624,2634233,2641285,2988297,3395254,3523840,3538921,3807561,3818889,3827109,3835075,3837970,3837998,4046603,4056439,4290123,4468126
919188443858,Luv2Sp00ge,356472,378008,622237,1078684,1793763,1835121,2026464,2391772,2875626,2972510,3472013,3787859,4235547,4249612,6189142,6529298,7257848,8045282,10818483,11287471,12069113,12712534,12718026,13035463,13302085,13626055,14851353,15190621,15735042,16719243,17046274
978505507225,ema,,,,,353975,756248,1538644,2207262,2211908,2520183,3666655,4039540,4536688,4541140,4541140,5636064,6808658,7066319,7068418,7697446,8588767,9215277,9896579,10919762,11777202,11786447,12056208,12431576,12435409,12636800,12804356
978788243853,Ev,9124,215219,417094,484164,812705,1519572,1785813,1788281,2086725,2142881,2142881,2487841,3201678,5831812,5863400,6063032,6450154,7059457,7342259,7556413,7873220,8780730,9003058,9262666,10128819,10138224,10951114,11195109,11500338,11919436,11924391
979983010768,Miki,0,0,977391,986172,986172,986172,986172,1166502,1167769,1176589,1179981,1180005,1180005,1180005,1541205,1816564,2186950,2190396,2190396,2574857,2578567,2578567,2578567,3285840,3417711,3430771,3436236,3638118,3905891,3907935,3909751
982673722543,Kidux,2168886,3649762,5152376,6085869,7227216,8008950,8679476,11708426,12921087,14403592,16169776,17627223,18775708,19633357,19822522,20515061,20926408,21972813,22717073,23246923,24598467,25560708,26958841,27943472,28249658,28712274,29858415,30646275,31513496,32404316,33967715
