Trainer ID,Name,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14,Day 15,Day 16,Day 17,Day 18,Day 19,Day 20,Day 21,Day 22,Day 23,Day 24,Day 25,Day 26,Day 27,Day 28,Day 29,Day 30,Day 31
612856830731,Koeru,825585,3462223,6281524,10722136,13311484,17448340,20788046,24062048,26912813,27730342,29345098,29347480,32112231,32915415,33579703,33580712,34366926,34367896,35905286,36638713,38370608,40447322,41327059,42926740,43851559,43859717,44465324,45303180,45304325,45304325,46111042
619208765350,EmptyWorld,,,1467712,2151024,4279775,6796447,8660552,9509589,11706049,13622035,14314241,16293737,18487693,18508501,19055504,20897564,20905021,22436760,23046377,23536212,23553570,24903203,25751982,25753294,27035774,27040630,27695437,27700918,27704211,27710472,27717906
641577749927,Dreadsoul,5421,5438,881695,1695051,2616960,4357482,5309521,5980106,6794317,9426635,10314394,11183128,11184341,11187372,12067655,12068994,12832577,12833519,15344771,16720342,18577819,19461157,20453934,21360723,22303548,23124879,23129150,23129155,23129155,24017459,24019459
654713919785,Ezper,,1598811,3177549,3986336,4401119,4401657,4401657,5298147,6924063,7857302,7858524,7858524,7861995,7862002,7862002,7862002,7862002,7862002,7865223,7865229,7865229,8752210,10549456,10552238,10552238,10552238,11461403,12051500,12052304,12052304,12052304
660216317491,Bingus,805167,1542481,1556771,3062787,4506595,6160023,7910044,7917789,7917796,7930954,10317761,12367959,12384849,12384876,12399316,13205177,13219909,15607269,16578231,16580142,17236013,17498387,17498775,19212430,20076339,20912112,22532282,23158304,23172089,24797475,27131038
668100102970,Syper,666255,670655,1538172,2266536,2272840,3791195,3794891,3794891,5371581,5374907,5374907,5377548,5377552,5377552,5377552,5377552,5377552,5377552,5377552,5377552,5377552,5377552,5377552,5377552,5377552,5377552,5377552,5377552,5377552,5377552,5382668
705081600362,DaJuicyKEBAB,1930947,4623534,6562418,7827877,12155967,15631579,18546602,23042126,27742715,31191795,35483054,38284381,41011237,44451415,48854387,53056327,54964692,56625347,58703103,61597051,62243265,65990768,67863683,70690393,72887537,75719553,77891907,79168551,82326880,85154712,87838375
708085500369,Kieren,810636,2188823,2959797,3802647,4032676,4713515,6049527,6947185,7818681,7823433,9093230,9907618,10656178,11330935,11331752,12770139,13230639,13652510,14425045,15208865,16022939,16922348,17735498,18564811,19456540,20971653,22472065,22748075,23233202,24095434,25373649
715608314627,SeekingTheFairy,,,963042,2415444,3557092,5159703,7633850,9123570,11893223,13098955,14998223,17354276,18667677,19897256,21125975,22201364,23259370,24926956,26804713,28858864,30385835,32221267,32538676,34031537,35462519,36136944,36146069,38361288,38919157,39614092,39890588
730813676500,Phil0s,,,,,1649620,3885961,5953856,8289416,10012696,12462181,14010496,16427786,18084868,20423811,22048095,24566448,25404120,27949082,29445454,30849477,32903261,33599441,34837374,36834550,38178524,38953191,40293572,42407163,43586463,44320924,44949222
761522284706,JiJi,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
831188844367,Rin,1899211,4424946,4431169,5177548,6988307,9721331,11583359,11585847,13220317,13971460,14904730,15793918,16620808,17397341,20059497,20939713,21857985,21862196,23438719,24423584,27269006,31316501,32361954,32371957,32380737,33278216,33281903,34083786,35108037,37080447,37090774
841794248127,Zachary,483414,1008146,1008847,1011407,1011413,1873818,3321068,6000560,6927408,8740566,8745322,9664504,10543234,11358976,12255005,12256366,13266968,14048272,15659691,15665657,16555858,17523674,18494418,19338213,19342885,20246804,22227419,22230230,24033513,25001962,25012676
911463437860,Asahi,1550328,2400380,3315158,4078955,4907066,5626868,5660844,6492041,7355769,8035362,8889278,9838117,10699405,11631289,12543827,14394270,15303892,16113084,16758163,16786137,17603683,18362702,19284451,20202484,22070623,22709797,23667037,24681636,25664394,25695151,25724791
922333155307,Miku,3356,421488,426732,426739,1546879,1548339,1548339,2495030,3063925,3065122,3065122,3065122,3456665,3457422,4669249,4671092,4671092,4671092,5140250,5141177,5141177,5141177,5141177,5141177,5141177,5141177,5141177,7185630,7538723,8057758,9175709
931871112948,Wvdidbsvusbshsi,1139991,2529643,2531502,3773336,5230365,5232260,5232260,6550801,7117662,7122505,7122510,7876981,7878036,7881717,7881721,7885188,7888814,8609570,8610571,8610571,8610571,8610571,8610571,8610571,8610571,8610571,8613249,8613253,9249791,9902466,9903933
950478487210,Halcyon,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978788243853,Ev,2713457,7308859,8278563,11047751,13852404,16343973,18195917,19838524,23787839,24710011,29259237,30009421,32590885,36092620,41263015,43560097,47096720,48076350,48077705,48844163,48844988,51743826,52742081,52743621,53722620,53723807,53723807,54615622,57202796,57206033,58926637
982673722543,Kidux,1621782,2888271,3676182,5042910,6344533,7555888,8277898,10312957,11803394,12989307,13416585,14076766,14804438,15421837,16016785,16498118,16930385,17808534,19347154,19797205,20311356,21530214,22023069,22471580,23293282,24590607,25366477,25381146,26735316,27471209,28166202
