Trainer ID,Name,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14,Day 15,Day 16,Day 17,Day 18,Day 19,Day 20,Day 21,Day 22,Day 23,Day 24,Day 25,Day 26,Day 27,Day 28,Day 29,Day 30
623782236503,TTK－2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603047,1225465,2553218,3316858,4290260,5228441,6573384
668412184126,Dashurain,0,2537,2555,380596,384233,657305,661077,698145,702604,947079,965950,965950,1224513,1422933,2039592,2284790,2304171,2305749,2305813,2415386,2423446,2423466,2423466,2641062,3243798,3619218,3898110,3978375,3979174,3979174
672598686970,silverchair,1115,1125,228812,231957,425256,723677,1301297,1442604,1443645,1641007,1642833,1650088,1944006,2143773,2147084,2147100,2147100,2147100,2147100,2147100,2685612,2691363,2956788,3163621,3983867,4179430,4939328,4954302,4954394,4954394
708085500369,Kieren,127007,133699,977177,1730628,1737814,2259246,3793564,4335596,4726408,4730136,5921266,6407573,6412395,7074204,7480379,7484117,7853082,8265970,8660151,9151196,9158406,10073747,10081520,11032067,11887520,11895146,12292470,12877918,13650491,13659671
708846785330,Lonan,0,1725,263564,265583,773222,1235865,1497985,2500211,3485545,3928010,4979467,5344263,5349455,5589988,6514821,6723877,6728894,6931007,7365732,7582727,7584329,8115266,8723233,8727861,9416943,10070302,10384540,10565035,11195416,12390061
721555990432,Jay,0,0,0,0,0,0,0,213634,734899,978739,1238729,1297027,1297594,1781494,1813866,2315642,2512264,2716734,3126283,3307337,3483536,4627523,4789125,4795923,4800582,4800623,5206285,5209468,5937436,6296955
724108383922,Ezyll,589313,594781,955039,1353713,1690250,2768792,3580513,4099731,5094211,5771172,7498597,8676462,9794856,10055280,12195200,12895437,14568157,15698789,16679997,17065146,17422969,18327001,19002711,19730037,21630197,22366599,22373081,22373081,23468062,24201998
762356389071,moneymuncher,1012897,1022296,1022296,1022296,1022296,1195736,1197086,1334728,1335786,1335786,1335786,1691443,1869488,1871453,1871453,1871453,1871453,2255038,2259305,2259305,2259305,2259305,2259305,2259305,2259305,2259305,2259305,2603741,2611154,2611201
762990085347,mikoto,0,0,0,0,344013,347104,347104,347104,516039,517667,517668,517668,1012935,1276644,1278725,1278725,1278725,1278725,1278725,1278726,1278726,1278726,1278726,1278726,1278726,1278727,1553546,1555703,2132728,2422532
807165595027,Poob,679586,685892,1205142,1503980,1506817,1796917,2463776,2690550,3171387,3176005,3933961,4166044,4714299,4957482,5310136,5682857,5685380,6628860,6639355,6645876,7050325,7054644,7623743,7977126,9339184,9367445,9889663,9893759,9893759,9893759
824734397731,Peachyie,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876888478683,SparedCactus,11761,11870,11870,13206,13219,13219,13219,13219,14956,14973,14973,14973,14973,16468,16480,16480,16480,16480,16480,16480,16480,16480,16480,,,,,,,
909199260712,Patrick,,42196,368455,376248,384250,388901,390030,393176,395233,403551,403628,409735,414001,784244,796473,807539,814220,884448,954746,959968,971491,1089956,1347571,1353447,1355828,1362041,1368765,1785830,1796569,1808400
919188443858,Luv2Sp00ge,,,,,,,,,,,,,,,,,,,,,,,,,,,284195,945614,1151963,1163740
957109645874,Kenichi,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978788243853,Ev,,942124,1234134,1463435,2462715,2688235,2934929,3380882,4323222,4334269,4536311,4795769,5089033,5092307,5668429,5675833,5677988,5678001,5909635,5911166,6410598,7671734,8828122,9190417,9882389,10437705,10730029,11856041,13609636,13953849
979983010768,Miki,496515,682580,1504095,1686530,1688224,2066328,2069272,2287248,2416145,2417371,2418915,3767737,4162197,4403367,4599923,4817943,4819419,4819419,4820982,5013227,5216731,5741763,5984972,5986803,5986803,5986803,6241267,6946208,7219391,7462386
982673722543,Kidux,1355371,2253421,2908132,3900614,4929598,6925142,8408315,10262248,11535407,12516747,13287952,14382831,15204806,16405212,17422054,18710868,19218655,19452648,21142701,21703955,22104114,22958051,23213570,24247643,25447370,27501828,29765669,30960768,32314860,33780381
